Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
0	6.04806113243103	1000	2000	-282.5628943806105	-282.5628943806105	2	2000
1	11.642979383468628	1000	3000	-184.71413963479634	-184.71413963479634	3	3000
2	17.32565665245056	1000	4000	-182.36521520224113	-182.36521520224113	4	4000
3	23.006057739257812	1000	5000	-179.3350288616494	-179.3350288616494	5	5000
4	28.65219259262085	1000	6000	-179.3350288616494	-233.25510406198714	6	6000
5	34.30232524871826	1000	7000	-158.7697262651778	-158.7697262651778	7	7000
6	40.01090908050537	1000	8000	-158.7697262651778	-219.04429138281566	8	8000
7	45.66165018081665	1000	9000	-158.3190554418799	-158.3190554418799	9	9000
8	51.36319279670715	1000	10000	-158.3190554418799	-234.95800219176618	10	10000
9	57.05446267127991	1000	11000	-158.3190554418799	-193.35418145656269	11	11000
10	62.75573182106018	1000	12000	-145.3635168182571	-145.3635168182571	12	12000
11	68.43742537498474	1000	13000	-128.32663253945495	-128.32663253945495	13	13000
12	74.09905099868774	1000	14000	-128.32663253945495	-193.86786995638732	14	14000
13	79.70826745033264	1000	15000	-128.32663253945495	-157.38520534623507	15	15000
14	85.3791434764862	1000	16000	-128.32663253945495	-157.4794058963723	16	16000
15	90.98712062835693	1000	17000	-128.32663253945495	-162.86968592916077	17	17000
16	96.69028282165527	1000	18000	-34.11384728998853	-34.11384728998853	18	18000
17	102.38960695266724	1000	19000	-34.11384728998853	-118.29112470243751	19	19000
18	108.140376329422	1000	20000	-34.11384728998853	-155.13473699092197	20	20000
19	113.85597395896912	1000	21000	-34.11384728998853	-167.50814223729233	21	21000
20	119.54840230941772	1000	22000	-34.11384728998853	-279.7921299525588	22	22000
21	125.26974439620972	1000	23000	-34.11384728998853	-91.150611650475	23	23000
22	130.9601788520813	1000	24000	-34.11384728998853	-175.02205961600887	24	24000
23	136.65837407112122	1000	25000	-34.11384728998853	-65.44342961973113	25	25000
24	142.31642961502075	1000	26000	37.72507592795475	37.72507592795475	26	26000
25	148.07628560066223	1000	27000	73.73789422190117	73.73789422190117	27	27000
26	153.73657941818237	1000	28000	73.73789422190117	-138.87331158872826	28	28000
27	159.46458292007446	1000	29000	110.00405469622152	110.00405469622152	29	29000
28	165.22005772590637	1000	30000	110.00405469622152	86.63933911296034	30	30000
29	170.97000408172607	1000	31000	110.00405469622152	-168.22389308540812	31	31000
30	176.67658042907715	1000	32000	110.00405469622152	-98.93353228204194	32	32000
31	182.36274194717407	1000	33000	110.00405469622152	33.22487911877973	33	33000
32	188.11334443092346	1000	34000	110.00405469622152	-26.819656453610513	34	34000
33	193.84258723258972	1000	35000	110.00405469622152	-119.31159332646027	35	35000
34	199.6033000946045	1000	36000	110.00405469622152	30.498564617933425	36	36000
35	205.45929503440857	1000	37000	110.00405469622152	-102.68375211779839	37	37000
36	211.6502025127411	1000	38000	110.00405469622152	88.30637793976837	38	38000
37	217.81580448150635	1000	39000	110.00405469622152	19.008440362858174	39	39000
38	224.00869393348694	1000	40000	110.00405469622152	-59.970511644102444	40	40000
39	230.19038605690002	1000	41000	110.00405469622152	-35.044214578316854	41	41000
40	236.38020086288452	1000	42000	177.13889292900853	177.13889292900853	42	42000
41	242.56996273994446	1000	43000	303.92859601204015	303.92859601204015	43	43000
42	248.74381041526794	1000	44000	303.92859601204015	231.4958494241369	44	44000
43	254.90109062194824	1000	45000	303.92859601204015	245.21355722511052	45	45000
44	261.0796093940735	1000	46000	319.1475566789328	319.1475566789328	46	46000
45	267.2565710544586	1000	47000	319.1475566789328	169.9941462396937	47	47000
46	273.42628359794617	1000	48000	319.1475566789328	-4.681644243147661	48	48000
47	279.5943253040314	1000	49000	319.1475566789328	143.8775564848373	49	49000
48	285.7995207309723	1000	50000	325.82757786326795	325.82757786326795	50	50000
49	291.9704556465149	1000	51000	325.82757786326795	49.93394756069775	51	51000
50	298.159752368927	1000	52000	325.82757786326795	234.4600232369176	52	52000
51	304.3344132900238	1000	53000	325.82757786326795	-18.756209154978553	53	53000
