Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
0	7.036445379257202	1000	2000	-0.10937612852630374	-26.81132695429775	11	2000
1	13.60442566871643	1000	3000	-0.10937612852630374	-41.11238219728081	14	3000
2	20.17240023612976	1000	4000	-0.10937612852630374	-75.3377662517849	19	4000
3	26.759307861328125	1000	5000	-0.10937612852630374	-38.56206826573753	22	5000
4	33.35839533805847	1000	6000	-0.10937612852630374	-45.77130681049408	26	6000
5	39.95170044898987	1000	7000	-0.10937612852630374	-55.69233702193195	27	7000
6	46.55239820480347	1000	8000	-0.10937612852630374	-812.3231249100647	28	8000
7	53.103785276412964	1000	9000	-0.10937612852630374	-22.904246818027683	31	9000
8	59.676833152770996	1000	10000	-0.10937612852630374	-16.92554595404459	40	10000
9	66.26485300064087	1000	11000	-0.10937612852630374	-67.70741748479874	49	11000
10	72.88792061805725	1000	12000	-0.10937612852630374	-65.25150165664584	51	12000
11	79.51643967628479	1000	13000	1.0144551630860752	-48.5941267363576	61	13000
12	86.17526340484619	1000	14000	1.0144551630860752	-12.232560737869582	65	14000
13	92.8052806854248	1000	15000	1.0144551630860752	-18.385235248922157	76	15000
14	99.43815493583679	1000	16000	1.0144551630860752	-13.57879495504653	80	16000
15	106.04895091056824	1000	17000	1.0144551630860752	-57.0161114466619	88	17000
16	112.67627692222595	1000	18000	1.0144551630860752	-66.70904347689029	92	18000
17	119.28532838821411	1000	19000	1.0144551630860752	-53.249960533659575	98	19000
18	125.94975876808167	1000	20000	1.0144551630860752	-70.7211232580367	100	20000
19	132.61819410324097	1000	21000	1.0144551630860752	-1144.8664895568115	101	21000
20	139.28930568695068	1000	22000	1.0144551630860752	-28.89368596413013	107	22000
21	145.9186646938324	1000	23000	1.0144551630860752	-129.45860340092878	115	23000
22	152.57260656356812	1000	24000	1.0144551630860752	-63.8645203922107	123	24000
23	159.2175018787384	1000	25000	1.0144551630860752	-41.18944126846973	131	25000
24	165.8946647644043	1000	26000	1.0144551630860752	-26.660630808819832	138	26000
25	172.54217767715454	1000	27000	1.0144551630860752	-86.08526447349175	144	27000
26	179.15768909454346	1000	28000	1.0144551630860752	-24.752343012530616	150	28000
27	185.8229238986969	1000	29000	1.0144551630860752	-18.85391991172283	173	29000
28	192.4944989681244	1000	30000	1.0144551630860752	-64.63349271922554	175	30000
29	199.14099287986755	1000	31000	1.0144551630860752	-104.6235236432642	179	31000
30	205.7986776828766	1000	32000	1.0144551630860752	-1121.386178270448	180	32000
31	212.44600009918213	1000	33000	1.0144551630860752	-634.6798719543389	185	33000
32	219.04418540000916	1000	34000	1.0144551630860752	-1181.5143399981646	186	34000
33	225.72057437896729	1000	35000	1.0144551630860752	-975.6034039249278	187	35000
34	232.3731243610382	1000	36000	1.0144551630860752	-10.548982000217665	203	36000
35	239.04597806930542	1000	37000	1.0144551630860752	-170.54157085970272	206	37000
36	245.71195602416992	1000	38000	1.0144551630860752	-12.601410047399431	209	38000
37	252.3580265045166	1000	39000	1.0144551630860752	-93.46938859703567	212	39000
38	259.01056933403015	1000	40000	1.0144551630860752	-20.974998098801546	218	40000
39	265.672158241272	1000	41000	1.0144551630860752	-178.20165704108027	220	41000
40	272.34373593330383	1000	42000	1.0144551630860752	-809.6285226231082	221	42000
41	278.9807143211365	1000	43000	1.0144551630860752	-787.468036823696	222	43000
42	285.63760590553284	1000	44000	1.0144551630860752	-12.362656042036319	224	44000
43	292.28752040863037	1000	45000	1.0144551630860752	-1.2881835307713119	226	45000
44	298.9533739089966	1000	46000	1.0144551630860752	-29.113874599467298	228	46000
45	305.6139335632324	1000	47000	1.0144551630860752	-83.07924550487141	231	47000
46	312.292818069458	1000	48000	2.4541218467744836	2.4541218467744836	232	48000
47	318.9417333602905	1000	49000	2.4541218467744836	-26.19178216841831	240	49000
48	325.56219458580017	1000	50000	2.4541218467744836	-22.54314452176257	242	50000
49	332.16520285606384	1000	51000	2.4541218467744836	-334.5953315354287	243	51000
50	338.8212215900421	1000	52000	2.4541218467744836	-49.98708610925208	244	52000
51	345.4884684085846	1000	53000	2.4541218467744836	-23.38985432610119	246	53000
52	352.1525995731354	1000	54000	2.4541218467744836	-287.3050534900019	247	54000
53	358.74356412887573	1000	55000	2.4541218467744836	-102.10686263631507	249	55000
54	365.41238617897034	1000	56000	2.4541218467744836	-0.6466968899353045	251	56000
55	372.0414733886719	1000	57000	8.616370609012531	8.616370609012531	253	57000
56	378.7291214466095	1000	58000	8.616370609012531	-226.74405795513246	254	58000
57	385.35565757751465	1000	59000	8.616370609012531	-203.2712192223615	255	59000
58	392.00128960609436	1000	60000	8.616370609012531	-316.9556780234395	256	60000
59	398.59953212738037	1000	61000	8.616370609012531	5.5625266890657015	258	61000
60	405.25137853622437	1000	62000	8.616370609012531	-25.668138412610364	262	62000
61	411.9156143665314	1000	63000	8.616370609012531	-144.8138855461974	263	63000
62	418.56270027160645	1000	64000	8.616370609012531	-198.11356622887058	264	64000
63	425.23660945892334	1000	65000	23.132756800188552	9.666641454483901	268	65000
64	431.90170192718506	1000	66000	23.132756800188552	6.038674882043953	275	66000
65	438.5545771121979	1000	67000	25.341955108662145	-9.418583023842272	282	67000
66	445.24416184425354	1000	68000	25.341955108662145	3.099797992989491	283	68000
67	451.9157540798187	1000	69000	25.341955108662145	-5.25819645390151	289	69000
68	458.5735628604889	1000	70000	25.341955108662145	7.973604001411665	292	70000
69	465.23049116134644	1000	71000	35.156856186996954	35.156856186996954	294	71000
70	471.87838673591614	1000	72000	35.156856186996954	-59.11445547058387	298	72000
71	478.5345187187195	1000	73000	51.484245236010445	8.558439435042505	302	73000
72	485.16845512390137	1000	74000	51.484245236010445	-100.52403529440166	303	74000
73	491.83823323249817	1000	75000	74.9377462932552	74.9377462932552	305	75000
